Umbelopsis vinacea
Urnula craterium
Ustulina deusta
Ustulina vulgaris
Valdensinia heterodoxa
Valetoniella claviornata
Valsa ambiens subsp. ambiens
Valsa ceratophora
Valsa clavigera
Valsa pseudoplatani
Valsa rugiella
Valsa saccharina
Valsa sordida
Valsaria acericola
Valsaria insitiva
Valsaria moroides var. acerina
Vanderbylia fraxinea
Vararia investiens
Varicosporium elodeae
Venturia acerina
Venturia aceris
Verticillium dahliae
Verticillium psalliotae
Verticillium alboatrum
Vitreoporus dichrous
Volvariella bombycina
Volvariella bombycina var. bombycina
Vuilleminia comedens
Wehmeyera acerina
Wojnowicia colluvium
Wolfiporia extensa
Xanthoporia andersonii
Xanthoporia radiata
Xenasma rimicola
Xenasmatella vaga
Xenostigmina aceris
Xylaria bulbosa
Xylaria cubensis
Xylaria hypoxylon
Xylaria longipes
Xylaria mali
Xylaria polymorpha
Xylaria squamosa
Xylodon asper
Xylodon radula
Xylomyces aquaticus
Zythia aceris
